chat_id,chat_name,message_id,message_at,is_from_me,push_name,keywords,text,media_title,media_path
556,Fahri pribadi Marketing,125600,2026-05-19 12:42:48,1,CNjwr9AGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAtgC95/asdLElAM=,kasur; busa,Peralatan : 1. Tempat tidur tingkat : 7 unit 2. ⁠Lemari baju : 7 unit 3. ⁠Loker kabinet : 2 unit 4. ⁠Jemuran baju : 6 unit 5. ⁠Kasur busa: 6 lembar,,
556,Fahri pribadi Marketing,125692,2026-05-19 17:26:32,1,CNj1sNAGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAtgCrenA55HFlAM=,nota,Tolong dibuatin nota yoo pak,,
556,Fahri pribadi Marketing,126631,2026-05-20 13:45:36,1,CJGxtdAGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIAHAAQCqAgD4AgE=,fahri,halo pak fahri,,
556,Fahri pribadi Marketing,126632,2026-05-20 13:45:45,1,CJqxtdAGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIAHAAQCqAgD4AgE=,nota,bisa tolong yang kemarin ini dibuatkan notanya?,,
556,Fahri pribadi Marketing,126633,2026-05-20 13:45:52,1,CKGxtdAGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIAHAAQCqAgD4AgE=,invoice; so,soale udah ditagih invoice e aku,,
561,Admin 1 Sales Santi Mebel,90962,2026-04-17 09:35:21,0,COm4hs8GIABIAJABAPABAg==,kasur,"pagi mas, ada yg tanya pl sewa kasur sudah saya kasih no mas doni ya",,
561,Admin 1 Sales Santi Mebel,90976,2026-04-17 09:57:27,0,CJfDhs8GIABIAJABAPABAg==,admin,"Boleh mas, dr hp admin custnya masih ctg 1 makasi ya mas",,
561,Admin 1 Sales Santi Mebel,106910,2026-05-03 08:15:53,1,CMnD2s8GGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAg==,kasur,Nanti nek ada sek tanya sewa kasur bisa di wa ke aku aja ya nomernya,,
588,Jingga AR Santi Mebel,39159,2026-02-08 17:59:56,1,CKvZocwGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur; ambil,aku kemarin ambil kasur cicil per kasur 100rb per bulan ya,,
588,Jingga AR Santi Mebel,68610,2026-03-19 14:57:05,1,CNPY7s0GGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur; royal grand; beli,aku beli comfy bantal 9pcs dan kasur royal grand exclusive 4lbr,,
588,Jingga AR Santi Mebel,68611,2026-03-19 14:57:16,1,CN7Y7s0GGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,fahri; invoice,sama fahri udah ada invoicenya belum,,
588,Jingga AR Santi Mebel,68624,2026-03-19 15:12:48,0,CIDg7s0GIABIAJABAPABAQ==,ghana; so,"comfy bantal 9pcs yg ini barangnya kosong mas , katane mas ghana barangnya harus bener yg ada stoknya",,
588,Jingga AR Santi Mebel,68628,2026-03-19 15:14:41,0,CPHg7s0GIAA6FDNFQjBFRTc5RTVBN0ZDMDlERDIxQJ2ipanQM0gAeKqipanQM5ABAPABAQ==,nota,"mas maaf, yg dinota harusnya comfy bukan springback",,
588,Jingga AR Santi Mebel,68629,2026-03-19 15:14:57,0,CIHh7s0GIABIAJABAPABAQ==,ghana,mas ghana minta revisi,,
588,Jingga AR Santi Mebel,68631,2026-03-19 15:15:20,1,CJjh7s0GGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAQ==,fahri; so,Td soale fahri og yang bikin,,
588,Jingga AR Santi Mebel,68640,2026-03-19 15:28:13,0,CJ3n7s0GIABIAJABAPABAQ==,ghana; invoice; bayar,Sales Invoice-62205.pdf,"ini ya mas Invoicenya, maaf mas ini katane mas ghana tadi mau dibayar cash ya mas? pembayarannya kapan ya mas?",
588,Jingga AR Santi Mebel,68677,2026-03-19 15:47:22,1,CJrw7s0GGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAQ==,kasur,Kasur harga udah bener,,
632,Jimas R,293,2025-09-29 16:23:46,1,Ghw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAA=,ghana,nggo meeting ro mas ghana,,
632,Jimas R,20925,2026-01-13 10:10:52,1,CLzvlssGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,santi mebel,aku meh tanya nek stock royal foam 90 sampai 180 di santi mebel tersedia berapa ya?,,
632,Jimas R,34916,2026-02-02 08:45:57,1,CNaDgMwGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur,ini kasur e sewaan tak taruh di cemoro wae di rumahku,,
632,Jimas R,34921,2026-02-02 08:46:53,1,CI2EgMwGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur; po; so,"sori pak jimas, nek sekarang kasur e kemarin posisine dimana yo mas?",,
632,Jimas R,34950,2026-02-02 08:50:29,0,COWFgMwGIABIAZABAPABAg==,kasur; so,Di gudang belakang pak. Saranku pak mending di plastik dulu aja baru dibawa ke cemoro. Soale sekarang kondisi kasur gak plastikan.,,
632,Jimas R,35567,2026-02-03 09:02:28,1,CLSuhcwGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAg==,kasur; busa,Kemarin aku udah pindah kasur busaku ke dalem rumah,,
632,Jimas R,41368,2026-02-12 09:31:48,1,CJT3tMwGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAQ==,royal grand; ambil,"Aku mau ambil royal grand 100 4lbr , 160 2 lbr bisa?",,
632,Jimas R,41373,2026-02-12 09:33:42,1,CIb4tMwGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAQ==,kasur,Iyo tak nggo sewa kasur,,
632,Jimas R,41374,2026-02-12 09:33:52,0,CJD4tMwGIABIAZABAPABAg==,nota; kirim,"Misal ameh tok tuku langsung lewat sales wae pak, ben ono le mbuatke nota karo ngelist neng daftar kiriman",,
632,Jimas R,41388,2026-02-12 09:36:52,0,CMT5tMwGIABIAZABAPABAg==,nota,Berarti dibuat nota koyo grand wingi pak.,,
632,Jimas R,41397,2026-02-12 09:37:41,0,CPX5tMwGIABIAZABAPABAg==,kasur,Kasur di berjo,,
632,Jimas R,43568,2026-02-14 20:43:54,1,CJr4wcwGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAQ==,royal grand; busa,Royal grand busa - ⁠160 4lbr - ⁠120 2lbr - ⁠Bantal springback 10pcs,,
632,Jimas R,80420,2026-04-03 11:13:50,0,CP78vM4GIABIAZABAPABAg==,nota; ambil,"Pak sampean ambil grand 90 biru 2 pcs di berjo, wis gawe nota belum ya?",,
632,Jimas R,80430,2026-04-03 11:29:09,1,CJWEvc4GGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAg==,invoice,Sales Invoice-63002.pdf,,
714,Admin 3 Sales Santi Mebel,43415,2026-02-14 18:58:07,1,CM/GwcwGGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAQ==,kasur; busa; ambil,Aku mau ambil kasur busa lagi,,
714,Admin 3 Sales Santi Mebel,43435,2026-02-14 19:02:54,0,CO7IwcwGIABIAJABAPABAg==,admin,"halo mas, sudah dgn admin 2 ya mas",,
714,Admin 3 Sales Santi Mebel,106867,2026-05-03 08:15:53,1,CMnD2s8GGhMyNDE1MTQ3ODU1NTA1NDNAbGlkIABIAZABAPABAg==,kasur,Nanti nek ada sek tanya sewa kasur bisa di wa ke aku aja ya nomernya,,
723,Fahri pribadi Marketing,126648,2026-05-20 13:48:16,0,CLCytdAGIABIAJABAPABAtgC79y08aLHlAM=,divan; santi mebel,https://furniturejogja.com/product/divan-tingkat-divan-susun-besi-grey-90-x-200/ divan tingkat,Divan Tingkat / Dipan Tingkat / Divan Susun / Dipan Susun / Bunk Bed / Ranjang Tingkat Besi Grey 90 x 200 – Santi Mebel Jogja,
725,Santi Living Sewa Kasur,14801,2026-01-02 19:20:30,1,CI7w3soGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur,"Halo, saya mau sewa: - Kasur: Single - Jumlah: 1 unit - Tanggal: 2 Jan 2026 - 3 Jan 2026 (1 hari) - Total: Rp 25.000 - Nama: tesafg - Alamat: jls faiafnv - Catatan: tes yess Mohon konfirmasi ketersediaan. Terima kasih!",,
725,Santi Living Sewa Kasur,15554,2026-01-04 15:27:42,1,CP7I6MoGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur,"Halo, saya mau sewa:\n\nKasur:\n• 2x Single @ Rp 25.000/hari\n\nTotal: 2 unit\nTanggal: 4 Jan 2026 - 5 Jan 2026 (1 hari)\nTotal Biaya: Rp 50.000\n\n- Nama: Khusnudhoni Hendra\n- Alamat: Sidoagung, Godean yes\n- Catatan: tes\n\nMohon konfirmasi ketersediaan. Terima kasih!",,
725,Santi Living Sewa Kasur,16994,2026-01-06 19:56:33,0,CIGN9MoGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; transfer; bca; mandiri,Halo Kak *dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 2x Single Std (Pkt) @ Rp 50.000/hari • 1x Single Spr (Pkt) @ Rp 60.000/hari *Kasur Saja:* • 1x Single Std @ Rp 40.000/hari *Aksesoris Tambahan:* • 2x Extra Bantal @ Rp 5.000/hari • 1x Extra Selimut @ Rp 10.000/hari *Detail Sewa:* - Total Kasur: 4 unit - Tanggal Mulai: 2026-01-06 - Durasi: 1 hari - Biaya Sewa: Rp 2...,,
725,Santi Living Sewa Kasur,16995,2026-01-06 19:59:15,0,CKOO9MoGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; transfer; bca; mandiri,Halo Kak *Dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 3x Single Std (Pkt) @ Rp 50.000/hari • 1x King (Pkt) @ Rp 90.000/hari *Kasur Saja:* • 2x Single Std @ Rp 40.000/hari • 1x Single Spr @ Rp 50.000/hari *Aksesoris Tambahan:* • 2x Extra Bantal @ Rp 5.000/hari • 1x Extra Selimut @ Rp 10.000/hari *Detail Sewa:* - Total Kasur: 7 unit - Tanggal Mulai: 2026-01-06 - Durasi...,,
725,Santi Living Sewa Kasur,17009,2026-01-06 20:16:55,0,CMeW9MoGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; bayar,"Halo Kak *Dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 2x Single Std (Pkt) @ Rp 50.000/hari • 1x Single Spr (Pkt) @ Rp 60.000/hari *Detail Sewa:* - Total Kasur: 3 unit - Tanggal Mulai: 2026-01-06 - Durasi: 1 hari - Biaya Sewa: Rp 160.000 - Ongkir: Gratis (Free) - *Total Pembayaran: Rp 160.000* *Detail Pengiriman:* - Nama: Dhoni - Alamat: Sidoagung, Sidoagung, Godean, ...",,
725,Santi Living Sewa Kasur,17179,2026-01-07 08:54:04,0,CLz59soGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; bayar,Halo Kak *Khusnudhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 2x Single Std (Pkt) @ Rp 50.000/hari • 1x Single Spr (Pkt) @ Rp 60.000/hari *Aksesoris Tambahan:* • 2x Extra Bantal @ Rp 5.000/hari *Detail Sewa:* - Total Kasur: 3 unit - Tanggal Mulai: 2026-01-07 - Durasi: 1 hari - Biaya Sewa: Rp 170.000 - Ongkir: Gratis (Free) - *Total Pembayaran: Rp 170.000* *Detail Pengi...,,
725,Santi Living Sewa Kasur,19342,2026-01-10 14:48:27,0,CMuIiMsGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; transfer; bca; mandiri,Halo Kak *Dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 1x Single Standard (Pkt) @ Rp 30.000/hari • 1x Single Super (Pkt) @ Rp 35.000/hari • 1x Double (Pkt) @ Rp 40.000/hari *Kasur Saja:* • 1x Single Standard @ Rp 20.000/hari *Aksesoris Tambahan:* • 1x Extra Bantal @ Rp 5.000/hari *Detail Sewa:* - Total Kasur: 4 unit - Tanggal Mulai: 2026-01-10 - Durasi: 1 hari - Biaya...,,
725,Santi Living Sewa Kasur,19673,2026-01-10 20:30:56,0,CJCpicsGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; bayar,Halo Kak *khusnudhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 2x Single Standard (Pkt) @ Rp 30.000/hari • 1x Single Super (Pkt) @ Rp 35.000/hari *Kasur Saja:* • 2x Single Standard @ Rp 20.000/hari • 1x Single Super @ Rp 25.000/hari *Aksesoris Tambahan:* • 1x Extra Bantal @ Rp 5.000/hari • 1x Extra Sprei @ Rp 5.000/hari • 1x Extra Selimut @ Rp 5.000/hari • 1x Extra Guli...,,
725,Santi Living Sewa Kasur,19751,2026-01-11 06:32:31,0,CI/Di8sGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; bayar,"Halo Kak *Khusnudhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 2x Single Standard (Pkt) @ Rp 30.000/hari *Detail Sewa:* - Total Kasur: 2 unit - Tanggal Mulai: 2026-01-10 - Durasi: 1 hari - Biaya Sewa: Rp 60.000 - Ongkir: Gratis (Free) - *Total Pembayaran: Rp 60.000* *Detail Pengiriman:* - Nama: Khusnudhoni - Alamat: Sidoagung, Sidoagung, Godean, Sleman, Daerah Istimewa ...",,
725,Santi Living Sewa Kasur,19786,2026-01-11 07:42:39,0,CP/ji8sGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; bayar,Halo Kak *Tes 099*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 3x Single Standard (Pkt) @ Rp 30.000/hari *Kasur Saja:* • 1x Single Standard @ Rp 20.000/hari *Aksesoris Tambahan:* • 1x Extra Bantal @ Rp 5.000/hari • 1x Extra Sprei @ Rp 5.000/hari • 1x Extra Selimut @ Rp 5.000/hari • 1x Extra Guling @ Rp 5.000/hari *Detail Sewa:* - Total Kasur: 4 unit - Tanggal Mulai: 2026-01...,,
725,Santi Living Sewa Kasur,19787,2026-01-11 07:49:41,0,CKXni8sGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; bayar,"Halo Kak *Dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 5x Single Standard (Pkt) @ Rp 30.000/hari *Detail Sewa:* - Total Kasur: 5 unit - Tanggal Mulai: 2026-01-11 - Durasi: 1 hari - Biaya Sewa: Rp 135.000 - Ongkir: Gratis (Free) - *Total Pembayaran: Rp 135.000* *Detail Pengiriman:* - Nama: Dhoni - Alamat: Sidoagung, Sidoagung, Godean, Sleman, Daerah Istimewa Yogyakarta...",,
725,Santi Living Sewa Kasur,19788,2026-01-11 07:50:15,0,CMfni8sGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; bayar,Halo Kak *Dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 5x Single Standard (Pkt) @ Rp 30.000/hari *Kasur Saja:* • 1x Single Standard @ Rp 20.000/hari • 1x Single Super @ Rp 25.000/hari *Aksesoris Tambahan:* • 1x Extra Bantal @ Rp 5.000/hari • 1x Extra Sprei @ Rp 5.000/hari • 1x Extra Guling @ Rp 5.000/hari *Detail Sewa:* - Total Kasur: 7 unit - Tanggal Mulai: 2026-01-1...,,
725,Santi Living Sewa Kasur,19828,2026-01-11 09:06:39,0,CK+LjMsGIABIAJABAPABAQ==,kasur; santi mebel; admin; pesan; so; bayar,Halo Kak *Dhoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 5x Single Standard (Pkt) @ Rp 30.000/hari *Kasur Saja:* • 1x Single Standard @ Rp 20.000/hari • 1x Single Super @ Rp 25.000/hari *Aksesoris Tambahan:* • 1x Extra Bantal @ Rp 5.000/hari • 1x Extra Sprei @ Rp 5.000/hari • 1x Extra Guling @ Rp 5.000/hari *Detail Sewa:* - Total Kasur: 7 unit - Tanggal Mulai: 2026-01-1...,,
725,Santi Living Sewa Kasur,19873,2026-01-11 10:25:00,1,CI2wjMsGGhw2Mjg1MTU4ODU4MzEwQHMud2hhdHNhcHAubmV0IAHAAQCqAgA=,kasur; santi living; kirim; pesan; transfer; qris; bayar,"Halo Santi Living! Saya *khusnudhoni* ingin konfirmasi pembayaran untuk pesanan sewa kasur: *Detail Pesanan:* - Single Standard (Pkt) (1x) - Single Super (Pkt) (1x) Durasi: 3 hari Mulai: 2026-01-11 Total: Rp 195.000 Metode: QRIS Alamat: Sidoagung, Sidoagung, Godean, Sleman, Daerah Istimewa Yogyakarta 55564 (-7.770166, 110.296672) *Berikut bukti pembayaran saya:* [Kirim foto bukti transfer/screenshot pembayaran] Terima kasih!",,
725,Santi Living Sewa Kasur,20283,2026-01-12 08:07:37,0,CNmSkcsGIABIAJABAPABAQ==,kasur; santi mebel; admin; kirim; pesan; order; bayar,Halo Kak *tes*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Order ID: *SL-MKAGR2NH* Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 3x Single Standard (Pkt) @ Rp 30.000/hari • 1x Single Super (Pkt) @ Rp 35.000/hari *Detail Sewa:* - Total Kasur: 4 unit - Periode: 11 Jan 2026 s/d 12 Jan 2026 - Durasi: 1 hari ━━━━━━━━━━━━━━━━━━ *Rincian Biaya:* Subtotal (1 hari): Rp 125.000 Diskon (Hemat 10%): -Rp 12.500 Ongkir: Gratis (Free...,www.google.com,
725,Santi Living Sewa Kasur,22451,2026-01-14 18:54:39,0,CP+HnssGIABIAJABAPABAQ==,kasur; santi mebel; admin; kirim; pesan; order; po; bayar,Halo Kak *tes 2*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Order ID: *RNT-000002* Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 1x Single Standard (Pkt) @ Rp 30.000/hari *Detail Sewa:* - Total Kasur: 1 unit - Periode: 14 Jan 2026 s/d 15 Jan 2026 - Durasi: 1 hari ━━━━━━━━━━━━━ *Rincian Biaya:* Subtotal (1 hari): Rp 30.000 Ongkir: Rp 25.000 ━━━━━━━━━━━━━ *TOTAL BAYAR: Rp 55.000* ━━━━━━━━━━━━━ *Detail Pengiriman:* - Nam...,www.google.com,
725,Santi Living Sewa Kasur,22454,2026-01-14 19:01:11,0,CIeLnssGIABIAJABAPABAQ==,kasur; santi mebel; admin; kirim; pesan; order; po; bayar,Halo Kak *tes 3*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Order ID: *RNT-000003* Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 1x Single Standard (Pkt) @ Rp 30.000/hari *Detail Sewa:* - Total Kasur: 1 unit - Periode: 14 Jan 2026 s/d 15 Jan 2026 - Durasi: 1 hari ━━━━━━━━━━━━━ *Rincian Biaya:* Subtotal (1 hari): Rp 30.000 Ongkir: Rp 25.000 ━━━━━━━━━━━━━ *TOTAL BAYAR: Rp 55.000* ━━━━━━━━━━━━━ *Detail Pengiriman:* - Nam...,www.google.com,
725,Santi Living Sewa Kasur,22467,2026-01-14 19:11:42,0,CP6PnssGIABIAJABAPABAQ==,kasur; santi mebel; admin; kirim; pesan; order; po; bayar,Halo Kak *tes3*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Order ID: *RNT-000004* Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 1x Single Standard (Pkt) @ Rp 30.000/hari *Detail Sewa:* - Total Kasur: 1 unit - Periode: 14 Jan 2026 s/d 15 Jan 2026 - Durasi: 1 hari ━━━━━━━━━━━━━ *Rincian Biaya:* Subtotal (1 hari): Rp 30.000 Ongkir: Rp 25.000 ━━━━━━━━━━━━━ *TOTAL BAYAR: Rp 55.000* ━━━━━━━━━━━━━ *Detail Pengiriman:* - Nama...,www.google.com,
725,Santi Living Sewa Kasur,22584,2026-01-14 21:32:48,0,CJDSnssGIABIAJABAPABAQ==,kasur; santi mebel; admin; kirim; pesan; order; bayar,Halo Kak *djoni*! 👋 Terima kasih sudah memesan di *Sewa Kasur Jogja by Santi Mebel*. Order ID: *RNT-000007* Pesanan Anda telah kami terima dengan rincian berikut: *Paket Kasur (Kasur + Bantal + Selimut):* • 1x Single Standard (Pkt) @ Rp 30.000/hari *Detail Sewa:* - Total Kasur: 1 unit - Periode: 14 Jan 2026 s/d 15 Jan 2026 - Durasi: 1 hari ━━━━━━━━━━━━━ *Rincian Biaya:* Subtotal (1 hari): Rp 30.000 Ongkir: Gratis (Free) ━━━━━━━━━━━━━ *TOTAL BAYAR: Rp 30.000* ━━━━━━━━━━━━━ *Detail Pengiriman:* -...,www.google.com,
